sample_id,chromosome,gene,log2,cn,ecDNA_prob,ecDNA_status
P-0005101-T01-IM5-P-0005101-N01-IM5,17,PPM1D,1.82801,8,0.22190699321672944,non-ecDNA
P-0005119-T02-IM5-P-0005119-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005126-T01-IM5-P-0005126-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005227-T01-IM5-P-0005227-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005233-T01-IM5-P-0005233-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005233-T02-IM6-P-0005233-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005234-T01-IM5-P-0005234-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005272-T01-IM5-P-0005272-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005280-T01-IM5-P-0005280-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005280-T02-IM6-P-0005280-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005290-T01-IM5-P-0005290-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005297-T01-IM5-P-0005297-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005297-T02-IM6-P-0005297-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005313-T02-IM5-P-0005313-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005336-T01-IM5-P-0005336-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005336-T02-IM6-P-0005336-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005362-T02-IM5-P-0005362-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005362-T03-IM6-P-0005362-N01-IM6,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H3C1,2.29829,10,0.27716208998575115,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H3C3,2.29829,10,0.2758393480816236,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H3C8,2.29829,10,0.2764473920285245,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H3C6,2.29829,10,0.33617245182795935,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H3C2,2.29829,10,0.27733829594005205,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H2BC5,2.29829,10,0.38268169862033086,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H1-2,2.29829,10,0.2881769982293717,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H3C7,2.29829,10,0.276326706034617,non-ecDNA
P-0005442-T01-IM5-P-0005442-N01-IM5,6,H3C4,2.29829,10,0.276866238700902,non-ecDNA
P-0005485-T01-IM5-P-0005485-N01-IM5,12,GLI1,3.87097,30,0.5415449741265819,ecDNA
P-0005517-T01-IM5-P-0005517-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005545-T01-IM5-P-0005545-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H3C3,1.89299,8,0.25704524860450845,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H3C4,1.89299,8,0.25802710269304224,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H3C7,1.89299,8,0.25751120875426103,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H3C1,1.89299,8,0.2583100139828506,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H1-2,1.89299,8,0.2688543726128359,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H2BC5,1.89299,8,0.36022918027832657,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H3C6,1.89299,8,0.3150560411223859,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H3C8,1.89299,8,0.2576266025439396,non-ecDNA
P-0005614-T01-IM5-P-0005614-N01-IM5,6,H3C2,1.89299,8,0.2584785204952834,non-ecDNA
P-0005648-T01-IM5-P-0005648-N01-IM5,19,CCNE1,1.98761,8,0.25382326229119295,non-ecDNA
P-0005648-T02-IM5-P-0005648-N01-IM5,8,SOX17,1.83028,8,0.19227248891646595,non-ecDNA
P-0005693-T01-IM5-P-0005693-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005693-T02-IM5-P-0005693-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005710-T01-IM5-P-0005710-N01-IM5,1,IL10,1.88765,8,0.1420147883204389,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,H3C13,1.88765,8,0.10879184642607909,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,H3-3A,1.88765,8,0.16212811566347457,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,H3C15,1.88765,8,0.11024204865428631,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,DDR2,1.88765,8,0.22550718912483844,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,H3C14,1.88765,8,0.1103550110288791,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,H3P6,1.88765,8,0.1602289629324651,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,COP1,1.88765,8,0.23926720240576202,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,SMYD3,1.88765,8,0.2655242345966631,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,RIT1,1.88765,8,0.1673187022823249,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,MCL1,1.88765,8,0.1488719846975499,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,CDC73,1.88765,8,0.2212396595097965,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,AKT3,1.88765,8,0.24757362013033352,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,H3-4,1.88765,8,0.11018527822283457,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,FH,1.88765,8,0.17853886975723862,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,MDM4,1.88765,8,0.19286594252536637,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,PARP1,1.88765,8,0.19584459313161132,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,NTRK1,1.88765,8,0.20379511452850457,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,IKBKE,1.88765,8,0.18242424522060088,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,1,SDHC,1.88765,8,0.196541790081283,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,TERT,2.4378,11,0.23848067835734763,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,IL7R,2.4378,11,0.22223736202618424,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,RICTOR,2.4378,11,0.2719616101593917,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,SDHA,2.4378,11,0.23642799854967428,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,RASA1,2.23524,10,0.22741785871697592,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,NPM1,2.23524,10,0.186931299470038,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,MAP3K1,2.23524,10,0.21629328141737705,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,PLK2,2.23524,10,0.1581318703421049,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,PIK3R1,2.23524,10,0.21796034181627197,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,APC,2.23524,10,0.23037468383427426,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,PDGFRB,2.23524,10,0.20022652345475134,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,FGFR4,2.23524,10,0.17047520057031215,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,RAD50,2.23524,10,0.21892239504471953,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,CSF1R,2.23524,10,0.20893685492216962,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,FLT4,2.23524,10,0.20348837070823925,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,5,NSD1,2.23524,10,0.23534586516529532,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,YES1,2.18464,10,0.2939246271288897,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,PIK3C3,2.32995,11,0.2642457563643703,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,SMAD2,2.32995,11,0.2617651377677815,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,SETBP1,2.32995,11,0.2759418520341796,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,SMAD4,2.32995,11,0.23940274658524452,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,BCL2,2.32995,11,0.27580220180852233,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,MALT1,2.32995,11,0.25087279270557655,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,18,PMAIP1,2.32995,11,0.1770575859436219,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,19,POLD1,1.94441,8,0.25212958784843853,non-ecDNA
P-0005710-T01-IM5-P-0005710-N01-IM5,19,PPP2R1A,1.94441,8,0.25660063684214973,non-ecDNA
P-0005716-T01-IM5-P-0005716-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005834-T01-IM5-P-0005834-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005841-T01-IM5-P-0005841-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005846-T01-IM5-P-0005846-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005885-T01-IM5-P-0005885-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0005977-T01-IM5-P-0005977-N01-IM5,12,STAT6,1.883,8,0.3804203019771479,non-ecDNA
P-0006011-T01-IM5-P-0006011-N01-IM5,17,PPM1D,2.21538,10,0.3066802463065346,non-ecDNA
P-0006011-T01-IM5-P-0006011-N01-IM5,17,CD79B,2.21538,10,0.22269354710339137,non-ecDNA
P-0006011-T01-IM5-P-0006011-N01-IM5,17,RAD51C,2.21538,10,0.21638341990835455,non-ecDNA
P-0006011-T01-IM5-P-0006011-N01-IM5,17,BRIP1,2.21538,10,0.3396505239076702,non-ecDNA
P-0006011-T02-IM7-P-0006011-N01-IM7,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0006040-T01-IM5-P-0006040-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0006092-T01-IM5-P-0006092-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0006113-T01-IM5-P-0006113-N01-IM5,1,MYCL,2.95837,16,0.2883315481710915,non-ecDNA
P-0006113-T01-IM5-P-0006113-N01-IM5,1,MPL,2.95837,16,0.3180286892152671,non-ecDNA
P-0006113-T01-IM5-P-0006113-N01-IM5,13,FOXO1,3.36752,21,0.5310139608490189,ecDNA
P-0006113-T02-IM6-P-0006113-N01-IM6,1,MYCL,4.26646,39,0.39138442579690935,non-ecDNA
P-0006113-T02-IM6-P-0006113-N01-IM6,1,MPL,4.26646,39,0.42535257344622396,non-ecDNA
P-0006113-T02-IM6-P-0006113-N01-IM6,13,FOXO1,4.00688,33,0.5820603852881003,ecDNA
P-0006113-T04-IM6-P-0006113-N01-IM6,1,MYCL,3.97378,32,0.44646715695149286,non-ecDNA
P-0006113-T04-IM6-P-0006113-N01-IM6,5,TERT,2.09305,9,0.2623610478521621,non-ecDNA
P-0006113-T04-IM6-P-0006113-N01-IM6,5,SDHA,2.09305,9,0.26017834634032366,non-ecDNA
P-0006113-T04-IM6-P-0006113-N01-IM6,6,PRKN,1.88891,8,0.367299724626509,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,PPM1D,1.91435,8,0.23579763134799675,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,AXIN2,1.91435,8,0.2176817420273631,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,PRKAR1A,1.91435,8,0.25216171967544365,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,RAD51C,1.91435,8,0.1613551522692151,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,CD79B,1.91435,8,0.1664032886864015,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,SRSF2,1.91435,8,0.16463224144421543,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,RPTOR,1.91435,8,0.28896008813790885,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,H3-3B,1.91435,8,0.16493604722192184,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,BRIP1,1.91435,8,0.26445650803367,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,SOX9,1.91435,8,0.17501371233671859,non-ecDNA
P-0006214-T01-IM5-P-0006214-N01-IM5,17,RNF43,1.91435,8,0.2353662004753497,non-ecDNA
P-0006215-T01-IM5-P-0006215-N01-IM5,NA,NA,NA,NA,NA,No genes above ECHO amplification threshold
P-0006215-T02-IM5-P-0006215-N01-IM5,1,MPL,1.84286,8,0.1723436692284696,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,MYCL,1.84286,8,0.15315578698913343,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,NEGR1,1.84286,8,0.27375645797100695,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,NRAS,1.84286,8,0.1659841325864478,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,MUTYH,1.84286,8,0.1641007368701667,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,JUN,1.84286,8,0.14024822724052488,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,PIK3R3,1.84286,8,0.21204940096580166,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,JAK1,1.84286,8,0.22140062874643862,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,STK40,1.84286,8,0.1952737309128701,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,FUBP1,1.84286,8,0.18879344335640083,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,VTCN1,1.84286,8,0.20153920626447638,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,RAD54L,1.84286,8,0.18586089102154024,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,TENT5C,1.84286,8,0.17871259492748023,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,CDKN2C,1.84286,8,0.15144506826846527,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,CSF3R,1.84286,8,0.17262782973616728,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,BCL10,1.84286,8,0.16340855354176567,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,1,NOTCH2,1.84286,8,0.22574560573418784,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,MSH2,1.93648,8,0.20975435721894567,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,EPCAM,1.93648,8,0.17476043575811437,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,CENPA,1.93648,8,0.15965299773579045,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,MSH6,1.93648,8,0.18129667023853438,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,REL,1.93648,8,0.19831205369810695,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,XPO1,1.93648,8,0.20286778522269355,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,ALK,1.93648,8,0.2695049357679629,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,DNMT3A,1.93648,8,0.21862451730112153,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,MYCN,1.93648,8,0.1540353161121923,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,2,ASXL2,1.93648,8,0.22476809673825954,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,ETV1,2.37153,11,0.25228059955226784,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,INHBA,2.37153,11,0.20819201243500945,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,EGFR,2.37153,11,0.2712696526579571,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,RAC1,2.37153,11,0.220617979805038,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,CARD11,2.37153,11,0.2627999212791699,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,IKZF1,2.37153,11,0.26094210657015404,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,PMS2,2.37153,11,0.2273367812234031,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,HGF,2.39901,11,0.22977286878863043,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,CDK6,2.39901,11,0.26218443392200325,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,EZH2,2.39901,11,0.2318817914951975,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,RHEB,2.39901,11,0.22254043639666465,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,BRAF,2.39901,11,0.2599037906852432,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,RELN,2.39901,11,0.2863779031945702,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,MET,2.39901,11,0.23831896492184002,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,KMT2C,2.39901,11,0.2701560691114298,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,PIK3CG,2.39901,11,0.2171659134563109,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,SMO,2.39901,11,0.20321386703845026,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,7,XRCC2,2.39901,11,0.2088506283658616,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,CCND2,2.4187,11,0.2506572446202354,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,RAD52,2.4187,11,0.2558488177330009,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,KDM5A,2.4187,11,0.2870508402529688,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,PIK3C2G,2.4187,11,0.3270120409220745,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,ETV6,2.4187,11,0.3123682977162089,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,H3-5,2.4187,11,0.16860736404853816,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,CDKN1B,2.4187,11,0.20249114460054565,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,12,KRAS,2.4187,11,0.2611557240831006,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,TP53,2.38294,11,0.2649764248730297,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,FLCN,2.38294,11,0.2728528276924845,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,NCOR1,2.38294,11,0.3361713417487434,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,AURKB,2.38294,11,0.23043321173789602,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,GPS2,2.38294,11,0.21201271914381836,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,ALOX12B,2.38294,11,0.25816989559548,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,MAP2K4,2.38294,11,0.32251737885765824,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,AXIN2,2.45112,11,0.2377854317034182,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,HOXB13,2.45112,11,0.1852093262205261,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,BRIP1,2.45112,11,0.2873467481946538,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,CD79B,2.45112,11,0.18287068389281674,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,NF1,2.45112,11,0.30055045053991436,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,MAP3K14,2.45112,11,0.2512622424404257,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,PRKAR1A,2.45112,11,0.27436276777411467,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,RAD51D,2.45112,11,0.23284739693822162,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,BRCA1,2.45112,11,0.2629080449585304,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,ERBB2,2.45112,11,0.24335371074720746,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,SUZ12,2.45112,11,0.25613524805820576,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,RNF43,2.45112,11,0.2565779697274379,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,PPM1D,2.45112,11,0.25703555725365784,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,STAT3,2.45112,11,0.2607072105174202,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,RAD51C,2.45112,11,0.17742911456460672,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,STAT5B,2.45112,11,0.26150030585853073,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,SPOP,2.45112,11,0.2622623165258911,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,STAT5A,2.45112,11,0.22962762387426158,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,CDK12,2.45112,11,0.2599074175801163,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,RARA,2.45112,11,0.24828429801853738,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,SOX9,2.42861,11,0.2239539372609974,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,H3-3B,2.42861,11,0.21178467432519824,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,RPTOR,2.42861,11,0.355183351075933,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,17,SRSF2,2.42861,11,0.21141649549199426,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,ZRSR2,2.43647,11,0.23216659308366494,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,TFE3,2.43647,11,0.21138205096591448,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,KDM6A,2.43647,11,0.2892431374522534,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,BCOR,2.43647,11,0.2699755352929854,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,ARAF,2.43647,11,0.18524522479810765,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,RBM10,2.43647,11,0.2385816354837447,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,KDM5C,2.43647,11,0.24301984224958711,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,GATA1,2.43647,11,0.19585218532541065,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,CRLF2,2.43647,11,0.21459651625517195,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,EIF1AX,2.43647,11,0.21558570465438356,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,ATRX,2.41019,11,0.2740383332149244,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,AR,2.41019,11,0.2620159286674186,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,MED12,2.41019,11,0.20700687609041293,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,STAG2,2.41019,11,0.25422321775608564,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,XIAP,2.41019,11,0.22791593303361665,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,BTK,2.41019,11,0.22084148936739673,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,AMER1,2.41019,11,0.20341878837884328,non-ecDNA
P-0006215-T02-IM5-P-0006215-N01-IM5,X,SH2D1A,2.41019,11,0.20995705086298086,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,1,H3C14,2.1391,9,0.20504818180855483,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,1,MCL1,2.1391,9,0.2666320874468569,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,1,H3C15,2.1391,9,0.20486066324141905,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,MYCN,2.3768,11,0.3439541907594831,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,ASXL2,2.15104,9,0.3148591346149046,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,DNMT3A,2.15104,9,0.307378740688983,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,CENPA,2.15104,9,0.2319973138091258,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,EPAS1,2.22007,10,0.3648837703967813,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,EPCAM,2.22007,10,0.3123487830664222,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,MSH2,2.22007,10,0.3613581387427167,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,MSH6,1.82666,8,0.32015005906453214,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,MSH2,1.82666,8,0.3588495945464477,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,XPO1,2.12944,9,0.3633697852839021,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,CXCR4,1.99501,8,0.19268503450456267,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,2,INHA,2.25077,10,0.292660719590047,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,7,IKZF1,2.17319,10,0.249291830496081,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,7,PMS2,2.17319,10,0.21674654540909646,non-ecDNA
P-0006215-T03-IM6-P-0006215-N01-IM6,7,INHBA,2.17319,10,0.1982647046480041,non-ecDNA
